genome_id,accession,genbank_accessions,source,checksum,quality_flags
1280.29953,,,BV-BRC,f3d9e377f07ec1c7fcf28d43d08537885d7eb25765907ba904d0f9806f49b682,WGS;Good
1280.29955,,,BV-BRC,4efec37abcb5dad1b58a79af1fb41648ec5b9b40b475f0db0e2f83dc64b17570,WGS;Good
1280.29956,,,BV-BRC,27ea5ca32cf102db212c7c41ff81bd7df9be4f23c375010e822aa9de121a962c,WGS;Good
1280.29957,,,BV-BRC,03dd8261389d5eae39a63a87c4536fb960da2947741944c4001e8997ca619fd7,WGS;Good
1280.29959,,,BV-BRC,f292c4794746784081f85e9144b915a4e281cdbe3803d0059082808d591ab477,WGS;Good
1280.29958,,,BV-BRC,7f47d6a0cfee602442bf25aebf1f7ea25f8a9a8c01891af0b1d0f7b2bff4904c,WGS;Good
1280.29962,,,BV-BRC,81016e7aeb57e567e77530af4d6d93ca23c9cb814ac074c3c077dd0dc99d5fe8,WGS;Good
1280.29963,,,BV-BRC,7fecd16fbc0b0333e8a9c7da4927ea574e6f18854d5935292ef5a907c558e6ec,WGS;Good
1280.29961,,,BV-BRC,6aaa315636a9c6ce0b8a76ce884b2a55de422cafe184825b244c6e8ec647c4ef,WGS;Good
1280.29960,,,BV-BRC,03331dc13d29ef25130ec209793ad937c0bd19c8e5a51506aa55dba11971ef3a,WGS;Good
1280.29965,,,BV-BRC,f2288010f439456f041b9cff0552610e8f056d03717a16b751498b52f0e7e732,WGS;Good
1280.29964,,,BV-BRC,d7af8441d1e04d2fb00df77cfb0026bf2b8d4dfc7ca7cd7c5c9b5f363541c605,WGS;Good
1280.29966,,,BV-BRC,fcfc5fa3f7ec72322ad8561cff60af1c708c2ff0fb364a1fb8f22d723b1f726d,WGS;Good
1280.29967,,,BV-BRC,7ecfde3fe725824704af867beffe04372edb79a35c95d3187fe339d5c21d529f,WGS;Good
1280.29970,,,BV-BRC,f13b2d7445f191d259b273449baa97a6996caf3e29a770cf6ab3a3fecae30a3e,WGS;Good
1280.29968,,,BV-BRC,1a4a1aec8f3b305ea00d52f2abd76debb732f0051b044a88df1c08da62a92c70,WGS;Good
1280.29971,,,BV-BRC,eb40ef1515d505dd546f7835c8cb64b299e9542b9ba946b6299c5c81ceac8060,WGS;Good
1280.29969,,,BV-BRC,9596c8f0397ff464c0fa1e201548a984c887eafdf96684d95991ae499319c79d,WGS;Good
1280.29972,,,BV-BRC,018d15e317217e56cd70cf4bc07929f7e2b1c915da2fb6667368fb2871d641ee,WGS;Good
1280.29974,,,BV-BRC,6d0f35ee311b85eecf7e188e3f7c901d22fee23a409b9e4c8782ba3eeef3e7fb,WGS;Good
1280.29973,,,BV-BRC,a9ba81d56745be997bef7cf4e7a988f8294ec1be9ac80a15e63e6a242517adcd,WGS;Good
1280.29978,,,BV-BRC,8ee0972a549e2a569381b24f8dadf84a312a5eda829ec8954bc399d90dd5598c,WGS;Good
1280.29977,,,BV-BRC,919d4f1d47a7bd45f6f5ea42336bf6ff7b7a75443f6ef4e22366ca5c1cc00b26,WGS;Good
1280.29975,,,BV-BRC,4d460fea91383606d354062524007003373414c29631450e4bf708641e075c3b,WGS;Good
1280.29976,,,BV-BRC,6bca5a8db9deec91d17af6b5173021fad7ba1dc306f6e6459e420d47c25ddac8,WGS;Good
1280.29979,,,BV-BRC,eebc3c5424bcc89e0ae41c85ff1bc09e624c17ca264c01deb7d6f5bd7932236f,WGS;Good
1280.29980,,,BV-BRC,b4d40992fec0c4491862a62d44e958231c5eac8e33280246e2f65b4aac2d5de1,WGS;Good
1280.29981,,,BV-BRC,7de5e56dc2a57a551391ba86a5dcc3593cb111327b1571336de72c0c4ca4ebc2,WGS;Good
1280.29983,,,BV-BRC,5bf7c455749de1c72bfa61ab6d48f19be8880078b939abb77cac15d87f5b1bb5,WGS;Good
1280.29984,,,BV-BRC,5a774651e6d53f681e8472a01c13486ae4b96e05787c3e9ef0811cff55ee9b7e,WGS;Good
1280.29985,,,BV-BRC,d264b74c7c3d60b8fabe771bec5197271a73f784e5ade98175b6492745e7f38b,WGS;Good
1280.29982,,,BV-BRC,cdcfa3dcc537c83cfa4c03cba296a76ce7b391787344f60b9b2b0d33e3cdc0b1,WGS;Good
1280.29986,,,BV-BRC,6fd1ca4d68d588fb8f138428764e7327625d49af359ef81f8c60cac2b243db5a,WGS;Good
1280.29987,,,BV-BRC,c18e63258cf608935ef4e44652885ee7aa3988ca3d3cfc54833d2da2efc22a70,WGS;Good
1280.29988,,,BV-BRC,6d70986f964801f48ac56b735a9e7f150b69bfb01750c6d18e9bfbe2a5194849,WGS;Good
1280.29989,,,BV-BRC,830011c62d03286bcb622e3a7d22610386e3285927e97be3fc177fcda3144423,WGS;Good
1280.29991,,,BV-BRC,750e4fa7fa36a0aebc3b861308843ebbe60e32532a9fa65d5e3a1b949109fedd,WGS;Good
1280.29990,,,BV-BRC,f794ae7fab4db8e1005c8d5d2118719ca6824228ea0787ca8289b3c7aeb68feb,WGS;Good
1280.29993,,,BV-BRC,d5ea01bb1cddf5988e78cb1afcdee3cfe59c844d2ac6ad2a0570cd00e51b8be7,WGS;Good
1280.29992,,,BV-BRC,daaf55d5fd321c2ca41c5265ecab8371c49614ef88fc52007eaa0c41159b1996,WGS;Good
1280.29995,,,BV-BRC,a95c2b7c48c857723b9602f2cd0955b46026c8c90b9f50b370bddd9491c80b99,WGS;Good
1280.29996,,,BV-BRC,8a1b91d44ba1cc4dc8db5e172351f62b2bcff8581322f73e4eaf1060db7d607f,WGS;Good
1280.29994,,,BV-BRC,9a71f729329465e95cf7e389ab1ab59b9bd5f290384d66a8a54eb1cb4877db5b,WGS;Good
1280.29997,,,BV-BRC,7205ac3cd0d3a4e886fa62b9216fcd55c8146d2c29ba05dd390a296b66032010,WGS;Good
1280.29999,,,BV-BRC,c16322d042f687641c72aa41a764ff7a306cadb28a506f33e88b04503f8b39c6,WGS;Good
1280.29998,,,BV-BRC,3e4085d6ad2da2bede23f909b03088c696f9bf55ffeeb7c194cc28b050622183,WGS;Good
1280.30002,,,BV-BRC,c4b135e03d39d924e51834e81af3f27caeb7d19eba6570d3b0a9d3542848143e,WGS;Good
1280.30000,,,BV-BRC,662d7b1b0e6db8a527699f7924eea65c333513c7047d2cf094dee595dc1fcf21,WGS;Good
1280.30003,,,BV-BRC,bff33f08a865b6f8f356e358ffe842d63cbee862ab222a4d77ff66ec0599433a,WGS;Good
1280.30001,,,BV-BRC,2b6ae4925b4cc2fbb79b9641ff5ade799e889b192bbd2e14b6c711eac01c48bd,WGS;Good
1280.30004,,,BV-BRC,56f913b1383a9bf0fa64968ad60125493071623cfd74ff04103d4536d826b82c,WGS;Good
1280.30005,,,BV-BRC,0924d7ac32eee6c5ba6c490804f4bbe7c9b5c7d3146c66fc28ef835344806715,WGS;Good
1280.30006,,,BV-BRC,6bd5e9e0e68a6e605d49605caec95043753a5fd2ab04414dc27649fde59214fb,WGS;Good
1280.30007,,,BV-BRC,5fa9dc775a8c895e834af75aceeb81f0387db789bbb41a37a2951c163ec0b303,WGS;Good
1280.30008,,,BV-BRC,27b8a3e172638fb0aba62518881b2200f61a6d9fea047f6b3055deae0148789c,WGS;Good
1280.30011,,,BV-BRC,5e47f63e3f4f2d6600f55fd4532e5cc9a64bef66bca5ce74387d87511eebcc99,WGS;Good
1280.30010,,,BV-BRC,4e956a40e1fcdb4946f207819ba3e29cd678f6c417fa1b6ca9544b8dd06179c3,WGS;Good
1280.30009,,,BV-BRC,ab40cfb6b7258571a7e28116e7ac88061e8a69c935d17e8982c4f45cc66bf9d6,WGS;Good
1280.30012,,,BV-BRC,0011f9507b8c0b71d036672867f71db25c5ed17e84996c1509c3d01efa7d6637,WGS;Good
1280.30013,,,BV-BRC,da386b2784e90febafea8af5a6ee4b333fc91f5d5e7f162eab57d764538eea65,WGS;Good
1280.30014,,,BV-BRC,9b688aac9ccb0ff52036a29ca1183a9fcc0affa420bd6fba1696ded2868bcbd9,WGS;Good
1280.30018,,,BV-BRC,bb53bbf607eb4cba0c0011c974bd1a6b49f1539ebc3719536b3bfe100c367353,WGS;Good
1280.30017,,,BV-BRC,db5bca89f53e14ac4de7d8fbc262abcad652d33efe467f9121d03e909a328e8a,WGS;Good
1280.30015,,,BV-BRC,1a75b5cc68554a46b3dbf33ee88f55351945ba10b5018319fcfca87bf14aabff,WGS;Good
1280.30019,,,BV-BRC,d7785fd7fa75732ece2e74ede0e92e877eecdeec910c0e563be37c26b5e5beef,WGS;Good
1280.30016,,,BV-BRC,6e0cad62753a80cc7ae262f8cf85d86d3debd89817a790219e908817890b0652,WGS;Good
1280.30020,,,BV-BRC,cb25d718d123919cca0ea3f707ef4830d9390a0a24a597c40123feeda10a9dda,WGS;Good
1280.30021,,,BV-BRC,7a83572ef6e70d3e982ec9b2587c4a19b074f058a2161dcaec5ca94a325c4334,WGS;Good
1280.30022,,,BV-BRC,36cdda26a86e2f39e4ed98ca64760ac6f5ed9f19f202abeafaa96f707f1cf2c9,WGS;Good
1280.30026,,,BV-BRC,63e4bcd330118533cd9762bbbacfb9bad670f1982392e2c4f99a29064aa4181b,WGS;Good
1280.30025,,,BV-BRC,43a312d6ba0febc9a65dc534aae4631d3e4ceb5587ca44302b2dcb54ddbe5ce9,WGS;Good
1280.30027,,,BV-BRC,a4de087f7aad08dff131f77014dc0398812bb2b03b2a4c8df1ecc38940f6e982,WGS;Good
1280.30024,,,BV-BRC,c538ae41a0e8cd65266b85ade8c9eecf6d805dc8ef09986ac1b5948d6eaff86b,WGS;Good
1280.30023,,,BV-BRC,2ecb707685efd4a23ff43a3c7b5ce5eae1638a303de281342df4011db0dcacca,WGS;Good
1280.30028,,,BV-BRC,948860ef0d1540e0fcc6f54c794266b07bfdb0ea0dcbc9df03e22b3b0a0f6db6,WGS;Good
1280.30029,,,BV-BRC,f7ab2a501c6f286d208f8f65cfc307fc147d6831472332d6ff402b780a84f64a,WGS;Good
1280.30031,,,BV-BRC,087d17120b80c2c05ec7d5429fda10c173e7d91e59e56fd56d59aaa0d77dea4d,WGS;Good
1280.30035,,,BV-BRC,ff52e1c3d6b4766f85b572e200bc29fb382e9e99d23c87ded377678030a13f86,WGS;Good
1280.30034,,,BV-BRC,7b61d53cf096ebd494db0f076b833a205f868602dc4a8a8287d29b7981a2b0f4,WGS;Good
1280.30032,,,BV-BRC,3edf53abf20b7a8f75c45e91b907b77f0e8b38584eba71185385fb371c50d4b9,WGS;Good
1280.30036,,,BV-BRC,8f22003ac343c32b4c80a2016d83eb467d56f2889de155b0e52e9043bbe2d87a,WGS;Good
1280.30038,,,BV-BRC,87f984007e840fe433daa7891494fb6f301f69897b4e04749853a438575cf74c,WGS;Good
1280.30030,,,BV-BRC,bee6e891de58cbfe7e4113354345f0479ca34f5d6c0aa578b6d75df79bf3e4c3,WGS;Good
1280.30033,,,BV-BRC,4b320d0e0947cd9ce05f6754bdf747d3a35e7d0bdc4a63c6c4470e7ba95bed71,WGS;Good
1280.30039,,,BV-BRC,83ac882a1401816fc74c14424dcee5a6df88bbd068192b946db7079229fca8e3,WGS;Good
1280.30042,,,BV-BRC,c062e06c2700687af1b15fd05be5b8f33a836e101f591d897529fb6bc96da2cb,WGS;Good
1280.30040,,,BV-BRC,1d9e7173f89d9a26832631f927a38b42646b83be7a35c6bf6840e3ddfbd10a4e,WGS;Good
1280.30037,,,BV-BRC,6b09410f1398f2bcc6de6becbcfc1993984020ed4bf885c419c5f8c8f92ffe2b,WGS;Good
1280.30041,,,BV-BRC,19e860d81984dbc02e39634e5fa98c3564a8aab21f62f1526ef4ce8f141a94da,WGS;Good
1280.30043,,,BV-BRC,0a50f33c165dbe4f71517f45aef2bf165312571942609bc1dcd5dbdb82cde5a1,WGS;Good
1280.30044,,,BV-BRC,6df3502e111e54bb7db574ca9e9c5eeab0a20e81ee54fca3a0d0960b31a0a037,WGS;Good
1280.30045,,,BV-BRC,6863603f3fe48b868ec31ca32ab05c1164b2f8362f04967f965203eb6eddf08b,WGS;Good
1280.30046,,,BV-BRC,1fef6a894c674aa807fd90c30c83d309ea1a4cec1dfa1a26f3d8c339d69ae94e,WGS;Good
1280.30047,,,BV-BRC,db029c7c5fdf058fafe67063d884057ceaa3e6c5c34d8a8af38743246f2366bb,WGS;Good
1280.30048,,,BV-BRC,507187236fd2b320f2bcd9eb3c3caa1341d5ebd6627191660f2273c31a72b040,WGS;Good
1280.30049,,,BV-BRC,62ef8f04452a71f19032178ae26597ee617544405a5dc0dac106da55262367a9,WGS;Good
1280.30050,,,BV-BRC,819b5ec4414ff98f50ec53df77e51b411c96606dfc54c9b1981fc00f921b13ec,WGS;Good
1280.30052,,,BV-BRC,6badff2427bb995385750ab0e7fcc13e2bcd5029ea9bd4e9e6446bfb810f0896,WGS;Good
1280.30051,,,BV-BRC,36ebc8f00229a30e7963233b673b301846b0eae2536232ed96c9ca049ad5acb4,WGS;Good
1280.30053,,,BV-BRC,4697224ca450bc3028ee5b2321e6ecb8bfe8fe1b338052405a5eae304e5e069f,WGS;Good
1280.30056,,,BV-BRC,8f502e8d30afd2bcd8f5ab68ee2733a172394587acb2be39490053948aeaae4f,WGS;Good
1280.30055,,,BV-BRC,a701a62d4e781de78710ca957f850dec0b29950c7ca37f53d13eca88159864f1,WGS;Good
1280.30054,,,BV-BRC,e6669bd05a9a0649740fd72a3590df7ddf8406ae75e4fdd879a0182d00808557,WGS;Good
1280.30058,,,BV-BRC,8147f1b8bb37f4202dbe89028b2ecc34b227b4b8b2314b79113ffc7a08b4db79,WGS;Good
1280.30057,,,BV-BRC,10d448e723b4bcc5d9a442c83d1e4df2178d8dec0de21e1e9ad83ecba417e579,WGS;Good
1280.30059,,,BV-BRC,db2e9e600bb104278ef3b08d01519d679af863fa9c7ffdd50ce08ee5e6473dd5,WGS;Good
1280.30061,,,BV-BRC,ebd4d1af3c5fb3709a0128126f809642df1bf45b2b72ee3f7b3fa30b3b4e08d0,WGS;Good
1280.30060,,,BV-BRC,3239be5aa6bdb88485131dca20fa23f5872531f50ca4d463e114c13382253a32,WGS;Good
1280.30062,,,BV-BRC,fef79ae3cffdcc88c25b736640780156cd6773f3cb071b0c05c4e6c0c6101daa,WGS;Good
1280.30065,,,BV-BRC,87399e1ff8b6fad14a3c4c047a0e4ace426cdded93439ac5acbc78abd93befb5,WGS;Good
1280.30066,,,BV-BRC,6a5d70313204002dff982237112701f85644865305f29bf5c6e6c32bc2cadbc5,WGS;Good
1280.30063,,,BV-BRC,480a6cbec05b364eb6b77200e8936ada23f5140a6fbaf40950358e3766e8a407,WGS;Good
1280.30064,,,BV-BRC,7484f2a86879cb5959020047ce60c6370318dc1ed881acf80e06429c3fbd205b,WGS;Good
1280.30067,,,BV-BRC,e76fef9cec9b67512483e5f64e0ebd4eb3ebb996882bb098c6420d579be89950,WGS;Good
1280.30068,,,BV-BRC,ea744d06a5b1a4e430b9b969d63abb90d49fbdef9ea5888ff4b6909580821804,WGS;Good
1280.30069,,,BV-BRC,20c7c2cd92594d95b3e55125cf004ce7e14b28ee0c6402c758febb69de0f5d85,WGS;Good
1280.30070,,,BV-BRC,ab4637f6ffc165c1259d8cfa748ac6d49e6cba03b7e53c495cefd8ebf391978c,WGS;Good
1280.30071,,,BV-BRC,fa738495d2d9a1f0d2c76c01b2f5ca5b88e8293ff964977c8e20412108d4be2f,WGS;Good
1280.30072,,,BV-BRC,605d71644af48c5935a540550bcb2153d742c47308933ac283f7cf2b758d923d,WGS;Good
1280.30074,,,BV-BRC,46807abd93599130a876b049738e8d68b49cf280b8a4a5e5218ff8588b23092e,WGS;Good
1280.30075,,,BV-BRC,f1d536290bc0017acf38ca36ba2ef0ab94aa7111a56f8880db22dc8c3517eb83,WGS;Good
1280.30076,,,BV-BRC,277edf13ebdf43f25c4b128d973f9486c462cd5397308fa6fce74f40a8ab48a1,WGS;Good
1280.30077,,,BV-BRC,5d9d4560893cfa5663fe15a5fdcfaa3d1646a98b94a165bdfcf07cc0955f0f9a,WGS;Good
1280.30078,,,BV-BRC,5c49cc71a7b31d619aca8f254a8890ad42206ca345bbecdc223be90621b287e7,WGS;Good
1280.30079,,,BV-BRC,213b76a72caee5f69203f87dba9d9012b7ad05b247c121b41e387038d9436a91,WGS;Good
1280.30081,,,BV-BRC,7784d592630df23f68739af1cf195b3355ff402141fffa994e1d3aebf6e78dfd,WGS;Good
1280.30082,,,BV-BRC,c5f1aba7d2ced23d3ca346e5efa687d5905cf23fde0b2f4d6fba51e70b10fcee,WGS;Good
1280.30084,,,BV-BRC,2135233c5200896c577e0da1397e2e4e67a180387f2ac6cc51630c5be449d89d,WGS;Good
1280.30083,,,BV-BRC,a2548796cdff83cb2686bf82daf76c2959a9d21c7417ac391203699f39d61827,WGS;Good
1280.30085,,,BV-BRC,abb0f6d83c0daf35016c337e31c9260e1c12fae6262f9c855b3c809e8ac93fe2,WGS;Good
1280.30086,,,BV-BRC,d5c0fa7abe5d7edffb1d04ce80802f1011fe0c52f36eea9ee3c0d57b0de04689,WGS;Good
1280.30087,,,BV-BRC,f4809329863ae7fba4c33e5008bf4bc2cd8d203ef9e7799c8d1e00ffb62b6c9d,WGS;Good
1280.30089,,,BV-BRC,a13347b0a92eb0b91e8a2af2913a4a3f691b2605ca361357aecfc91f141cd32b,WGS;Good
1280.30088,,,BV-BRC,6239a784c69b61707eeb91a1c38b8568a56c8d4d9e4cc9c587ecfb5f802bb303,WGS;Good
1280.30091,,,BV-BRC,7dd8ba4ef1dd1929e7af5a84eee6cc4dec27138bc3daa0c0e36dd4629191c176,WGS;Good
1280.30090,,,BV-BRC,781bc1c9cffae16c1d5609553fcffb6a389bacb7b4dc8f1438c75044756ed5e0,WGS;Good
1280.30093,,,BV-BRC,435fc1ed8698b94bdd8b009342025aa75402b5b7255dac501c9c328d19806dcf,WGS;Good
1280.30094,,,BV-BRC,a333d58331da848c3408a6e77b74399aa14e32fd069f9fa221cc573ec5106475,WGS;Good
1280.30097,,,BV-BRC,a4620416a143b69671a1389647c53bb7288c2f6f1e382f237eedb4a55daf0da2,WGS;Good
1280.30096,,,BV-BRC,1583bc79e1bc197003abd6ba9890debc3e3c27753d126b53d10afde2c06ac579,WGS;Good
1280.30095,,,BV-BRC,47868a275ec17039f39d0b24dc483d654c4aa6ce77081d46184af744a1810338,WGS;Good
1280.30098,,,BV-BRC,23045a2b2fac73015cbfd32bbef0b68708d48c0fa0dcfea590cdee2d16e934f6,WGS;Good
1280.30092,,,BV-BRC,737a569ae4a6a19c77ae650e394bc4cef88995b6ebb3733ed0a74642e4925fb7,WGS;Good
1280.30099,,,BV-BRC,a5e050960de71ea77c13f9f008cbe869e28a53dabe768dbec248e5560bb92577,WGS;Good
1280.30101,,,BV-BRC,be0526cf2e36a97654827df501bb43071d7fc42db72e02cbaf2830ec37591232,WGS;Good
1280.30100,,,BV-BRC,48416a9a590fc2b3201902015b39131403ef01437bf2948b87c14846d9d71b4f,WGS;Good
1280.30104,,,BV-BRC,481ff78a5442cfc35ccb3bcc53317a1e0ee7d9b09f7cb5ebb627a1a3a309e6c0,WGS;Good
1280.30103,,,BV-BRC,5bc239803e8edf779d53626b317912aea1e9e3aff6ee1978c321e21a9db254dc,WGS;Good
1280.30102,,,BV-BRC,70c510fe998b52bbaa2e922418f832ca1654b8ca37c98556fb5f161e46a1c7f1,WGS;Good
1280.30105,,,BV-BRC,ae4e7b037e21345e8e09ed926831dc107ba0c2a0acc9cbfd7cabc84fe58be05c,WGS;Good
1280.30106,,,BV-BRC,5dfb41425042c9cdb411f1d293b7ac9584ccbeb625a8b4d0809893a6d5d0859c,WGS;Good
1280.30107,,,BV-BRC,9813583fbcb2fb10b70d7d0e85c8a4f31b0dded9332434fb807ce4a3454d4a0e,WGS;Good
1280.30109,,,BV-BRC,dad1da979df078166a2f27d5004a645b5310725db1a264b57439c70f1ef1a921,WGS;Good
1280.30108,,,BV-BRC,7b3f82e3555cd1f379d96a7b87608831314dd3998cf139832faea52e26bb16e4,WGS;Good
1280.30111,,,BV-BRC,dd85e28888e88bca13e5597ba1124c14f3506c8ad2204d8b8aca9de244e439a2,WGS;Good
1280.30110,,,BV-BRC,2d2b46334460d3449c7724038ebc6c7d959b492ae08fcf8de2de091074528952,WGS;Good
1280.30113,,,BV-BRC,78da17b9c59b44ce5053e128506410e6aa3803a6ec8ca4ec73bb51b936bee3d2,WGS;Good
1280.30112,,,BV-BRC,034391bcd50f12135bcf1e21d9bb64c4e5cbf56f638bd18d38300ad43c773bd3,WGS;Good
1280.30115,,,BV-BRC,323661d2c8895f1623b0dca37da0cd53fea9a463aec22e597d4b2edceb2788e4,WGS;Good
1280.30114,,,BV-BRC,a45b4e54274e3079839dd66e905f6775457cdcd0e77974832e5a1eb6241eded3,WGS;Good
1280.30116,,,BV-BRC,24764c6cb65418a452a5589faa1d1eb0832964eb885af62ecd27289c14346bbe,WGS;Good
1280.30117,,,BV-BRC,1c23e6d978a0e1ad0c55d9d92caeb67c7b34ae57cc43fb430d979b680102a738,WGS;Good
1280.30118,,,BV-BRC,9a9f50bd6c27aa9e3de55ae81595efc71e5ae0926038b4b591712a61c4c6b786,WGS;Good
1280.30120,,,BV-BRC,5c8851f3d6d3f943e75b22ee33601ae50b6c689d45d73f23eea9bc44b7c35b55,WGS;Good
1280.30119,,,BV-BRC,a9fae9230ea619a7b6dd61ec918792f73de384f808fb84aa328e3c7cbe05c731,WGS;Good
1280.30121,,,BV-BRC,169baaea026a56f6631c0bc651900de02ccc16256a7ae09ecb311fdcf684902f,WGS;Good
1280.30122,,,BV-BRC,51811bf96df803888fe248d992c8d61608e4232188a77136cf9a9bb0d5740922,WGS;Good
1280.30123,,,BV-BRC,115846cf9c96a802df0738b172ca1dd0d0b14e68dfb8b6b7e804bed6ac80d560,WGS;Good
1280.30125,,,BV-BRC,59867aa1d1e247b867820e7db6660b8e01009d4b3979634d4ddd8531f2ec2fed,WGS;Good
1280.30124,,,BV-BRC,b1c7f3a46f7fa82a5b6c6a23bd185d54f45ada92cabe36b2155259e4a1f47d83,WGS;Good
1280.30126,,,BV-BRC,737436635e86393f69e6d48ae95ba3d6e413056667836ad7fd455557cedc4310,WGS;Good
1280.30128,,,BV-BRC,1cb8e5d0fcd91fcfd9a7b853827f24f3067ffd8ecab86f9938151dc7bfa8bb3d,WGS;Good
1280.30130,,,BV-BRC,30a5b01b70c53228542fd4dde5d082157e6dd9d7e64d74351c51bf05461f9873,WGS;Good
1280.30127,,,BV-BRC,3e6cd51810d38d115989839540381720e55f606ee151aaa35f88ec80d3177d25,WGS;Good
1280.30129,,,BV-BRC,87ec196e9021773ed95fe4159eb142c13232e4c36944a5367d2ac2abbdc5ef7e,WGS;Good
1280.30131,,,BV-BRC,af0ff6c35932f1e2f0848ef8516b0e3406691f9199f583d446e65ab143e835cb,WGS;Good
1280.30133,,,BV-BRC,6491db44abdc40490d3922ba04dc3d03ae3473bd364de71bf4e5b7e74f7cf891,WGS;Good
1280.30134,,,BV-BRC,10a934ec2e85f7c7b8d01bd618d9862d57c4971b1c420c26a26dc35196db7b74,WGS;Good
1280.30136,,,BV-BRC,3183aa1d089a6c0c8fe55e78e8ec42e8a88147215003e57c14f989e682f2eb61,WGS;Good
1280.30135,,,BV-BRC,17e142831406ea4a61677c9584d0767c6c27217c62fa44935c4da01ca7c69e9e,WGS;Good
1280.30138,,,BV-BRC,2da65da023b3754f9205b481b6b697b72743ebaf233ec88214a370393dcb704e,WGS;Good
1280.30137,,,BV-BRC,d1f26b7d4543e63c6a71fb6a184f1ebf760ecf1f3a1bd69a7635a2b6c27fb3b7,WGS;Good
1280.30132,,,BV-BRC,42f0b7bd531589909e1aefbee08226e94f2c6738616055ad6e1426b1d6880878,WGS;Good
1280.30139,,,BV-BRC,336e869344e3609ba8eaafe4120a7ba47e0cace2604c03f06ef2c0a83c85850c,WGS;Good
1280.30140,,,BV-BRC,95cd36565532cb32fbf9f508e878ae37aa683d2867c22c7c78ccf00bf2ff73a1,WGS;Good
1280.30141,,,BV-BRC,67cad5f13eccf4c683e3fd9038db21087e8a429c5d205ce102456b52d7dd915a,WGS;Good
1280.30142,,,BV-BRC,1b027dbf28f25e1a154cc6c53fa8f07666a374200e07a44fbb34b2181a6fa581,WGS;Good
1280.30143,,,BV-BRC,b26ff0a6fa1974e3d149eaf59dd18084baaedd1ee9731f6371cff6c109a14443,WGS;Good
1280.30145,,,BV-BRC,7459309cd802447d0d71b669c55671798607208909a4bddc71805c031556c2fc,WGS;Good
1280.30144,,,BV-BRC,0b106a322d092f52cf417f915b889a8f21309ca3d5b99383495357e3cd446490,WGS;Good
1280.30146,,,BV-BRC,bae1a283bc219a8ec56c6f636c1c2fd616dfeb571905a0b0fa02875a9d610c58,WGS;Good
1280.30148,,,BV-BRC,a3452c6dd931c7ae689672de41e30317a1c3986abd0746da3f95d06361e549da,WGS;Good
1280.30147,,,BV-BRC,b6b690ebd32b0dc7f0073ceb3f270625b97e2e74308a8e623a4d3e96d575930e,WGS;Good
1280.30149,,,BV-BRC,e49935f9007f00fcebe2b33f31c2e3822984eb7a8eaf40056efbf3d89979d7dc,WGS;Good
1280.30150,,,BV-BRC,bf93b86db7130fe7d3acc2266b4344c7e8e8958cb7c9b29374773f423ec9c145,WGS;Good
1280.30151,,,BV-BRC,63e4fc67d500fef19afe104ca0f0bec03a94faac74eef13394eb574051f8bbf9,WGS;Good
1280.30154,,,BV-BRC,d727c0d82eac11b0ad56f3e38549a516cafa73e5597d41d528deeb319ea3e431,WGS;Good
1280.30152,,,BV-BRC,b623da178794de585a23e067e6ad1cc7acb3e4db173edea83a6adaaf664cf5e7,WGS;Good
1280.30153,,,BV-BRC,ec2f37dd9aa8b2a9dee5f1afcfda9f73ac6c0b065817c58b016aba239619e4b5,WGS;Good
1280.30156,,,BV-BRC,9da3314900a02a08134f239dfbe9803557412b80c71a34ca5729cd0597cfcfbc,WGS;Good
1280.30158,,,BV-BRC,4c1ec3530b412decf49d05d27b8e096f049419623340772367fc94ed3e951116,WGS;Good
1280.30157,,,BV-BRC,06311be6e9945bd4eddc7f276994124ed25e16c31e65138b17bfcfcb701f0021,WGS;Good
1280.30155,,,BV-BRC,8986ee73ab1a0e216a477b94cae9239489cc661350b52a06dc6c0fa8ecfc545c,WGS;Good
1280.30159,,,BV-BRC,f8bdb93c64d75de11dfd2fc32774f5f56568c1458146c4305bd1bd00464ab4bb,WGS;Good
1280.30160,,,BV-BRC,3acd8f61d7803d4bc7822eae1280ecbad8238e97a07b6454f40e83cc4f964ea8,WGS;Good
1280.30161,,,BV-BRC,4af0ccf565a10564dfc274913eada68aa4e11df7bcc134afb266312b8d35df83,WGS;Good
1280.30162,,,BV-BRC,ae50a07ff5c0b142cdb5b59a66093fe32593dd5f53ddddf0acb4bfa01ad7ca84,WGS;Good
1280.30164,,,BV-BRC,03ba0fd20bea31ac0918179d88468b176200dc4f24b3e7f50c272a55661addee,WGS;Good
1280.30165,,,BV-BRC,cbfab5e370758814a9df3324b171e0912055307cb032f0478fa126208055e5cf,WGS;Good
1280.30163,,,BV-BRC,ed462e552293d4c1f8feb0c224797f8d2f333cd55099247f531f0236b9124d87,WGS;Good
1280.30166,,,BV-BRC,030fc39e248f88fe0315c8a8ea8a054ceaac58456b2ffaef8698d8349246117c,WGS;Good
1280.30167,,,BV-BRC,f2d86c76177f28f5b3657545723eeb34d1623eecaec5f76fdbca624ef9b2e466,WGS;Good
1280.30169,,,BV-BRC,91dffac37dab6038e675b384a131b78512b515d6e719e7a5f76c96800cf58c7a,WGS;Good
1280.30168,,,BV-BRC,7a9fdc21afa0dd9b3df174d2c01da5056fa58ee25cae4824c8b12ed1287cd892,WGS;Good
